,name,size,format,mode,category,sample
13073,0078.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13074,0079.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13075,0080.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13076,0081.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13077,0082.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13078,0083.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13079,0084.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13080,0085.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13081,0086.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13082,0087.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13083,0088.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13084,0089.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13085,0090.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13086,0091.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13087,0092.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13088,0093.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13089,0094.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13090,0095.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13091,0096.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13092,0097.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13093,0098.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13094,0099.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13095,0100.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13096,0101.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13097,0102.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13098,0103.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13099,0104.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13100,0105.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13101,0106.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13102,0107.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13103,0108.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13104,0109.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13105,0110.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13106,0111.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13107,0112.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13108,0113.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13109,0114.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13110,0115.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13111,0116.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13112,0117.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13113,0118.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13114,0119.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13115,0120.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13116,0121.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13117,0122.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13118,0123.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13119,0124.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13120,0125.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13121,0127.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13122,0128.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13123,0129.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13124,0130.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13125,0131.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13126,0132.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13127,0133.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13128,0134.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13129,0135.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13130,0136.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13131,0137.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13132,0138.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13133,0139.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13134,0140.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13135,0141.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13136,0142.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13137,0143.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13138,0144.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13139,0145.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13140,0146.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13141,0147.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13142,0148.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13143,0149.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13144,0150.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13145,0151.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13146,0152.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13147,0153.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13148,0154.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13149,0155.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13150,0156.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13151,0157.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13152,0158.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13153,0159.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13154,0160.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13155,0161.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13156,0162.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13157,0163.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13158,0164.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13159,0165.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13160,0166.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13161,0167.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13162,0168.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13163,0169.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13164,0170.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13165,0171.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13166,0172.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13167,0173.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13168,0174.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13169,0175.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13170,0177.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13171,0178.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13172,0179.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13173,0180.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13174,0181.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13175,0182.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13176,0183.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13177,0184.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13178,0185.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13179,0186.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13180,0187.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13181,0188.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13182,0189.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13183,0190.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13184,0191.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13185,0192.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13186,0193.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13187,0194.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13188,0195.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13189,0196.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13190,0197.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13191,0198.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13192,0199.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13193,0200.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13194,0201.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13195,0202.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13196,0203.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13197,0204.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13198,0205.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13199,0206.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13200,0207.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13201,0208.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13202,0209.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13203,0210.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13204,0211.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13205,0212.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13206,0213.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13207,0214.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13208,0215.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13209,0216.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13210,0217.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13211,0218.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13212,0219.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13213,0220.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13214,0221.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13215,0222.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13216,0223.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13217,0224.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13218,0225.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13219,0226.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13220,0227.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13221,0228.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13222,0229.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13223,0230.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13224,0231.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13225,0232.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13226,0233.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13227,0234.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13228,0235.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13229,0236.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13230,0237.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13231,0238.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13232,0239.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13233,0240.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13234,0241.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13235,0242.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13236,0243.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13237,0244.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13238,0245.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13239,0246.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13240,0247.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13241,0248.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13242,0249.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13243,0250.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13244,0251.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13245,0252.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13246,0253.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13247,0254.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13248,0255.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13249,0256.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13250,0257.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13251,0258.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13252,0259.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13253,0260.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13254,0261.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13255,0262.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13256,0263.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13257,0264.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13258,0265.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13259,0266.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13260,0267.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13261,0268.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13262,0269.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13263,0270.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13264,0271.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13265,0272.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13266,0273.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13267,0274.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13268,0275.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13269,0276.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13270,0277.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13271,0278.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13272,0279.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13273,0280.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13274,0281.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13275,0282.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13276,0283.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13277,0284.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13278,0285.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13279,0286.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13280,0287.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13281,0288.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13282,0289.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13283,0290.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13284,0291.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13285,0292.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13286,0293.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13287,0294.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13288,0295.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13289,0296.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13290,0297.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13291,0298.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13292,0299.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13293,0300.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13294,0301.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13295,0302.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13296,0303.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13297,0304.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13298,0305.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13299,0306.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13300,0307.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13301,0308.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13302,0309.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13303,0310.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13304,0311.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13305,0312.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13306,0313.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13307,0314.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13308,0315.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13309,0316.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13310,0317.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13311,0318.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13312,0319.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13313,0320.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13314,0321.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13315,0322.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13316,0323.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13317,0324.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13318,0325.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13319,0326.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13320,0327.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13321,0328.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13322,0329.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13323,0330.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13324,0331.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13325,0332.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13326,0333.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13327,0334.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13328,0335.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13329,0336.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13330,0337.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13331,0338.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13332,0339.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13333,0340.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13334,0341.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13335,0342.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13336,0343.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13337,0344.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13338,0345.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13339,0346.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13340,0347.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13341,0348.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13342,0349.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13343,0350.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13344,0351.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13345,0352.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13346,0353.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13347,0354.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13348,0355.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13349,0356.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13350,0357.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13351,0358.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13352,0359.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13353,0360.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13354,0361.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13355,0362.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13356,0363.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13357,0364.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13358,0365.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13359,0366.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13360,0367.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13361,0368.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13362,0369.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13363,0370.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13364,0371.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13365,0372.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13366,0373.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13367,0374.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13368,0375.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13369,0376.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13370,0377.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13371,0378.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13372,0379.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13373,0380.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13374,0381.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13375,0382.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13376,0383.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13377,0384.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13378,0385.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13379,0386.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13380,0387.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13381,0388.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13382,0389.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13383,0390.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13384,0391.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13385,0392.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13386,0393.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13387,0394.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13388,0395.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13389,0396.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13390,0397.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13391,0398.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13392,0399.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13393,0400.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13394,0401.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13395,0402.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13396,0403.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13397,0404.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13398,0405.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13399,0406.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13400,0407.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13401,0408.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13402,0409.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13403,0410.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13404,0411.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13405,0412.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13406,0413.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13407,0414.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13408,0415.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13409,0416.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13410,0417.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13411,0418.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13412,0419.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13413,0420.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13414,0421.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13415,0422.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13416,0423.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13417,0424.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13418,0425.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13419,0426.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13420,0427.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13421,0428.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13422,0429.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13423,0430.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13424,0431.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13425,0432.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13426,0433.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13427,0434.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13428,0435.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13429,0436.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13430,0437.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13431,0438.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13432,0439.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13433,0440.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13434,0441.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13435,0442.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13436,0443.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13437,0444.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13438,0445.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13439,0446.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13440,0447.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13441,0448.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13442,0449.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13443,0450.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13444,0451.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13445,0452.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13446,0453.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13447,0454.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13448,0455.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13449,0456.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13450,0457.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13451,0458.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13452,0459.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13453,0460.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13454,0461.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13455,0462.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13456,0463.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13457,0464.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13458,0465.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13459,0466.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13460,0467.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13461,0468.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13462,0469.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13463,0470.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13464,0471.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13465,0472.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13466,0473.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13467,0474.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13468,0475.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13469,0476.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13470,0477.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13471,0478.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13472,0479.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13473,0480.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13474,0481.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13475,0482.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13476,0483.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13477,0484.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13478,0485.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13479,0486.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13480,0487.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13481,0488.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13482,0489.jpg,"(224, 224)",JPEG,RGB,Papaya,train
13483,0490.jpg,"(224, 224)",JPEG,RGB,Papaya,train
